100
64
32
6
초원 타일
흙 타일
흙 연결 타일
풀 (초원 타입)
나무 및 풀
기타 액세서리
49
0	0	64	32	1	32	16	-1	0	1	0	0
0	32	64	32	1	32	16	-1	1	1	0	0
0	64	64	32	1	32	16	-1	1	1	0	0
0	96	64	32	1	32	16	-1	1	1	0	0
64	0	64	32	1	32	16	-1	1	1	0	0
64	32	64	32	1	32	16	-1	1	1	0	0
64	64	64	32	0	32	16	0	1	1	0	0
64	96	64	32	0	32	16	0	1	1	0	0
128	0	64	32	1	32	16	-1	4	0	0	0
128	32	64	32	1	32	16	-1	4	0	0	0
192	0	64	32	1	32	16	-1	0	2	1	0
192	32	64	32	1	32	16	-1	1	2	1	0
192	64	64	32	1	32	16	-1	1	2	1	0
192	96	64	32	1	32	16	-1	1	2	1	0
256	0	64	32	1	32	16	-1	1	2	1	0
256	32	64	32	1	32	16	-1	1	2	1	0
256	64	64	32	0	32	16	1	1	2	1	0
256	96	64	32	0	32	16	1	1	2	1	0
320	0	64	32	1	32	16	-1	4	0	1	0
320	32	64	32	1	32	16	-1	4	0	1	0
384	0	64	32	1	32	16	0	1	3	1	0
384	32	64	32	1	32	16	0	1	3	1	0
384	64	64	32	1	32	16	0	1	3	1	0
384	96	64	32	1	32	16	0	1	3	1	0
448	0	64	32	1	32	16	0	1	3	1	0
448	32	64	32	1	32	16	0	1	3	1	0
448	64	64	32	1	32	16	0	1	3	1	0
448	96	64	32	1	32	16	0	1	3	1	0
0	128	64	44	1	0	-12	0	3	4	-1	0
0	172	64	48	1	0	-16	0	3	4	-1	0
0	220	64	48	1	0	-16	0	3	4	-1	0
0	268	64	64	1	0	-32	0	3	4	-1	0
64	128	64	44	1	0	-12	-1	3	5	-1	0
64	172	64	48	1	0	-16	-1	3	5	-1	0
64	220	64	48	1	0	-16	-1	3	5	-1	0
64	268	64	64	1	0	-32	-1	3	5	-1	0
128	128	64	44	1	0	-12	-1	3	6	-1	1
128	172	64	48	1	0	-12	-1	3	6	-1	1
128	220	64	48	1	0	-16	-1	3	6	-1	0
128	268	64	64	1	0	-32	-1	3	6	-1	0
192	132	64	130	0	0	-105	-1	3	5	-1	1
256	144	64	120	0	0	-92	-1	3	5	-1	1
320	152	64	109	0	0	-83	-1	3	5	-1	1
384	144	64	62	0	0	-44	-1	3	6	-1	2
448	144	64	62	0	0	-44	-1	3	6	-1	2
384	252	64	66	0	0	-48	-1	3	6	-1	2
448	252	64	66	0	0	-48	-1	3	6	-1	2
192	284	64	44	0	0	-13	-1	3	5	-1	1
256	275	64	50	0	0	-30	-1	3	6	-1	1
0	
1300
0	5
216	5
432	4
648	5
864	5
1080	4
36	5
252	5
468	4
684	5
900	5
1116	4
72	5
288	5
504	4
720	5
936	5
1152	4
108	5
324	5
540	4
756	5
972	5
1188	4
144	5
360	5
576	4
792	5
1008	5
1224	4
180	5
396	5
612	4
828	5
1044	5
1260	4
6	5
222	5
438	4
654	5
870	5
1086	4
42	5
258	5
474	4
690	5
906	5
1122	4
78	5
294	5
510	4
726	5
942	5
1158	4
114	5
330	5
546	4
762	5
978	5
1194	4
150	5
366	5
582	4
798	5
1014	5
1230	4
186	5
402	5
618	4
834	5
1050	5
1266	4
12	5
228	5
444	4
660	5
876	5
1092	4
48	5
264	5
480	4
696	5
912	5
1128	4
84	5
300	5
516	4
732	5
948	5
1164	4
120	5
336	5
552	4
768	5
984	5
1200	4
156	5
372	5
588	4
804	5
1020	5
1236	4
192	5
408	5
624	4
840	5
1056	5
1272	4
18	5
234	5
450	4
666	5
882	5
1098	4
54	5
270	5
486	4
702	5
918	5
1134	4
90	5
306	5
522	4
738	5
954	5
1170	4
126	5
342	5
558	4
774	5
990	5
1206	4
162	5
378	5
594	4
810	5
1026	5
1242	4
198	5
414	5
630	4
846	5
1062	5
1278	4
24	5
240	5
456	4
672	5
888	5
1104	4
60	5
276	5
492	4
708	5
924	5
1140	4
96	5
312	5
528	4
744	5
960	5
1176	4
132	5
348	5
564	4
780	5
996	5
1212	4
168	5
384	5
600	4
816	5
1032	5
1248	4
204	5
420	5
636	4
852	5
1068	5
1284	4
30	5
246	5
462	4
678	5
894	5
1110	4
66	5
282	5
498	4
714	5
930	5
1146	4
102	5
318	5
534	4
750	5
966	5
1182	4
138	5
354	5
570	4
786	5
1002	5
1218	4
174	5
390	5
606	4
822	5
1038	5
1254	4
210	5
426	5
642	4
858	5
1074	5
1290	4
1	0
217	0
433	1
649	0
865	0
1081	1
37	0
253	0
469	1
685	0
901	0
1117	1
73	0
289	0
505	1
721	0
937	0
1153	1
109	0
325	0
541	1
757	0
973	0
1189	1
145	0
361	0
577	1
793	0
1009	0
1225	1
181	0
397	0
613	1
829	0
1045	0
1261	1
7	0
223	0
439	1
655	0
871	0
1087	1
43	0
259	0
475	1
691	0
907	0
1123	1
79	0
295	0
511	1
727	0
943	0
1159	1
115	0
331	0
547	1
763	0
979	0
1195	1
151	0
367	0
583	1
799	0
1015	0
1231	1
187	0
403	0
619	1
835	0
1051	0
1267	1
13	0
229	0
445	1
661	0
877	0
1093	1
49	0
265	0
481	1
697	0
913	0
1129	1
85	0
301	0
517	1
733	0
949	0
1165	1
121	0
337	0
